group,name,radius
1,epidemic,10
1,est,10
1,event,10
1,exbid project,10
1,facebook,10
1,garmin,10
1,good,20
1,google,20
1,google translate,10
1,google voice в действии,10
1,google умнее тебя,10
1,happy,10
1,hello,20
1,hero,10
1,homini,10
1,homo,10
1,homo homini,20
1,homo homini lupus est,10
1,huawei,10
2,google,20
2,gta,10
2,guten tag,20
2,happiness,20
2,head head,20
2,hello,10
2,hello kitty,10
2,house,10
2,house да,10
2,how,10
2,i'm in love,30
2,i'm in love is,20
2,i'm in love with back vocal,20
2,i'm in love with паук,10
3,dota,40
3,dota 2,10
3,drom,10
3,ebay,10
3,economy,10
3,el pat богдан,10
3,el pat богдан сегодня,10
3,epub,20
3,esab,20
3,eviterra,10
3,fallen,10
3,ferrari,10
3,fiat 500,10
3,filiza,20
3,flash,10
3,fly,10
3,fly fly fly,10
3,fly fly fly fly,10
3,fly fly fly fly fly,10
3,friv,10
3,frozen,110
3,frozen frozen,20
3,galaxy,10
3,golfstream,10
3,gomez,10
3,google,20
3,gosuslugi,10
3,gozlan,10
3,hero,30
3,hotel по skype,20
3,ipad 2,20
3,iphone,40
3,iphone 1,20
3,iphone г****,20
3,java,80
3,javascript,10
3,job,20
3,jump,20
3,lady gaga видео,20
3,lady gaga видео загорая,10
3,lady gaga видео загорая лежат в шоколадном песке,10
3,lapalux,10
3,legrand,30
3,let go,10
3,love,20
3,lvmh,10
3,mail,90
3,mail.ru,20
3,mastercard,10
3,mazda 3,10
3,megogo,10
4,devil girl,10
4,devil girls,10
4,dimon,10
4,dimon зря,10
4,dimon зря вы не поехали,20
4,dimonvideo,10
4,dj огурец,20
4,dj огурец юность,10
4,dos,10
4,dota,60
4,dota 2,20
4,dr,10
4,drom,20
4,e34,10
4,ebay,30
4,elena elena,20
4,elise,10
4,english,20
4,eset из матрицы,10
4,everybody,10
4,excel,20
4,excel word,20
4,excelsior,10
4,excilor,20
4,expect,10
4,flappy dogs out,10
4,flysurfer,10
4,forever,10
4,free,10
4,friv,20
4,fruit,20
4,galaxy чат,10
4,geforce,10
4,gel gel,10
4,go,10
4,go кататься,10
4,go кататься на,20
4,go кататься на сноуборде,10
4,go-cottage,10
4,gogoanime,20
4,gogoanime подписчиков,20
4,gogoanime потащит,10
4,good on mars,10
4,google,40
4,google.ru,10
4,gps,20
4,gran run,10
4,guten,10
4,h2o просто,20
5,direction,40
5,dns,20
5,dolce,10
5,dr,10
5,dragana здесь,20
5,drom,20
5,eat,20
5,eat e.l.o.,30
5,ebay,10
5,ebay.de,20
5,elisa,30
5,emerson,20
5,emi-school.ru,10
5,english,10
5,english please,30
5,eric-vo,10
5,eshelon,20
5,eu,10
5,evolution,20
5,evolution строгановски,20
5,eу,10
5,flash,20
5,flash player,20
5,fractal fractal,10
5,galaxy tab 2,20
5,garden,10
5,geely,10
5,genopro,10
5,google,20
5,gopro,10
5,grand,10
5,grand ma,10
5,grand master,10
5,grand oasis,10
5,greddy,10
5,greece,10
5,grid,10
5,happy new year,10
5,hello,10
5,human,10
5,iatefl,10
5,ibiza ibiza,10
5,if you wanna,30
6,cronus космос,20
6,cronus космос рсв 1,10
6,cronus космос рсв 1 вирус,10
6,crossfit,10
6,dance,20
6,denis,10
6,denis kovalev,30
6,denis дура,10
6,denis дурак,10
6,destruction,10
6,dfm,10
6,diesel diesel,20
6,dimon,10
6,dino,10
6,dji,10
6,dota 1,20
6,dragon,10
6,drom,10
6,drom новосибирск,10
6,dsl,20
6,ebay,10
6,ecliptica,10
6,enterprise,10
6,everybody,10
6,ex.ua,10
6,excel,10
6,excel excel,10
6,fm,10
6,g,70
6,glonti,10
6,go,40
6,go hard,20
6,go hard как,30
6,go hard как путин,20
6,google,150
6,grammy,10
6,grind,10
6,hard,20
6,her go,10
6,hey siri,30
6,hollister,50
6,i'm from,20
6,i'm from mars,10
6,i'm from moscow,20
6,instagram,40
6,ios,10
6,iphone,50
6,isaac,10
6,isometric skype,10
6,isometric скайсканер,10
6,it is not,10
7,daidostup.ru начал жить,10
7,daidostup.ru начал жить приподнялся на кровати,10
7,daidostup.ru начал жить приподнялся на кровати разрешите доложить,10
7,daidostup.ru начало,10
7,dance,10
7,deception company,10
7,denis,10
7,digsby,10
7,donson,10
7,doom великан,10
7,doom великана,10
7,dot,20
7,dot dot,20
7,dot dot dot,10
7,dot dot dot dot,10
7,dot dot dot dot dot dot,20
7,drom,10
7,elena ilinykh,10
7,emacs,10
7,eminem,10
7,facebook,10
7,faking it,10
7,fly,10
7,gallifrey,10
7,game,10
7,garmin,10
7,gismeteo,20
7,glebus,10
7,glory glory,20
7,glory glory man,20
7,glory glory man united,60
7,google,20
8,chrome 74,20
8,dead,10
8,dead - 400,10
8,deadcow гидроксосульфат натрия,10
8,death valley,20
8,deep sea baby,10
8,dido,10
8,dido привет,10
8,dota 2,10
8,drift free,10
8,dum,10
8,dum spiro,20
8,dum spiro spero,10
8,durex,10
8,english,10
8,exit icon,10
8,fantasy,10
8,file.ge,10
8,found,20
8,freedom,10
8,from 70,10
8,from 74,10
8,galacticraft,10

10,deduplication,10
10,delphi,10
10,demolisher,10
10,demon,10
10,denis,40
10,denis denis,10
10,denis istomin,20
10,denis istomin рождения,20
10,deniz,40
10,depeche,30
10,design,10
10,designer,10
10,desire,30
10,digital,10
10,digital.ru,20
10,dimon,100
10,dimon муфлон,20
10,dimon цыган,10
10,dimon цыган украл коня,20
10,din 9841,10
10,dini sozler,20
10,dizi,20
10,dj,10
10,dj control,10
10,dj fm,20
10,dmc,60
10,dmc серега сережка,10
10,dnevnik.ru,20
10,dns,20
10,doc reader,20
10,dodge,10
10,dolby mobile,10
10,dolby myled но не замерзает,10
10,dolby майл,10
10,dolby майле,10
10,dolby мое,10
10,dolby мое лед но не з,10
10,dolby мое лед но не замерзай,20
10,dolby мое лед но не замерзай сколько не завязывает не завязать,10
10,dolby мое лед но не замерзай сколько не завязывает не завязать это намерзает на моих мозгах,10
10,dolby мое лед но не замерзай сколько не завязывает не завязать это намерзает на моих мозгах вечная мерзлота,10
10,dolby мое лед но не замерзай сколько не завязывай,10
10,dolby мое лед но не знаю,10
10,dolby мой,10
10,dolby мой лёд,10
10,dolby моя летная,10
10,dom.ru,10
10,dominique,10
10,dominique любит,20
10,domus mit mir gehen,20
10,domus mit mir gehen адрес этот,20
10,dos,20
10,dota,20
10,dota 2,30
10,down,10
10,dr blistex,30
10,dream,90
10,drive2,10
10,drom,20
10,easypeasy,20
10,ebay,70
10,electrolux,10
10,elena saharova здесь,20
10,elephant,30
10,elfa portugues,20
10,email,10
10,emanuel,10
10,emanuel sex 7,10
10,emanuel sexy men,10
10,emanuel sexy мэн,10
10,emanuel секс,10
10,embryolisse,10
10,eminem,30
10,eminem say my name,10
10,eminem и потом я прожил жизнь,10
10,english,60
10,english 10,10
10,english english,20
10,english парле ву франсе,10
10,epica,10
10,erisson,30
10,error not found,20
10,eset,10
10,etoken,10
10,ex,10
10,ex.ua,40
10,excel,10
10,excel excel excel,20
10,exist,40
10,exist and,10
10,expressions,20
10,extra-terrestrial,20
10,extraterrestre,20
10,extraterrestrial,10
10,extraterrestrials,20
10,extratorrent,10
10,fallen,10
10,fan,10
10,felicita,20
10,flash,10
10,fly,10
10,fly бл бл,10
10,flying lotus,20
10,focus,20
10,focus 2,10
10,focus или киа,20
10,ford,30
10,ford focus,20
10,ford focus 2,20
10,ford focus 2 литра,10
10,free,20
10,freelance,10
10,french montana,20
10,frenchman,10
10,friend,10
10,friends,10
10,friv,30
10,galaxy,90
10,galaxy-ace.ru,10
10,gamaz,20
10,games,20
10,garmin,10
10,garrett io,10
10,gh,10
10,gigabyte,10
10,gigabyte 1 россия 1,10
10,gislaved,10
10,gismeteo,30
10,gismeteo нефтекамск,20
10,globo,10
10,gnet,10
10,go hard like,10
10,go hard like vladimir,10
10,go hard like vladimir putin,20
10,gold,20
10,goldman,10
10,good,10
10,good free,10
10,good friend,10
10,good friends,10
10,goodbye,10
10,google,360
10,google ok google,10
10,google где,10
10,google использовать параметр,10
10,google использует параметры,10
10,google использует параметры google,20
10,google использует параметры google 10 тонн,10
10,google использует параметры google 10 тонн любви,20
10,google использует параметры google english 10,10
10,google как,10
10,google как принять,10
10,google как принять роды,30
10,google лучшая система считывания голоса,10
10,google лучше систем,10
10,google лучше системы,10
10,google поиск,10
10,google поиск лучше,20
10,google.com,10
10,google.ru,10
10,google.rui,20
10,gothic реферат,10
10,great britain,10
10,green green green green green green,20
10,greenfield,40
10,gsm корпорация,30
10,gta 4,10
10,hall,10
10,happy,10
10,happy one,20
10,happy wheels,10
10,hard,10
10,hard like,10
10,hard play,10
10,hard reset,20
10,heda heda heda,20
10,hellgate,20
10,hello,220
10,hello компьютер,30
10,hello хаваю,20
10,hiace,10
10,high beam,20
10,highway to hell,20
10,holiday,10
10,holly henry,10
10,home,10
10,home credit card reader,10
10,home credit card reader 9,20
10,home home,10
10,home home siri,10
10,home home серии,10
10,hot,10
10,hotel,30
10,hotel 1000,20
10,hotels.com,10
10,house,50
10,house house,10
10,house house house,10
10,house house house house,10
10,how,10
10,how do you speak,10
10,how do you speak english,30
10,how do you speak it,10
10,how to mars,10
10,how to wash сок,10
10,how to watch dogs,20
10,hp,10
10,htc,40
10,hui,10
10,huntley,10
10,i am,10
10,i love,10
10,i love you,30
10,i'm your biggest,10
10,i'm your biggest fan,30
10,icarly блондины,10
10,ie10,10
10,ii анна,10
10,ii анна привет,10
10,ikea,10
10,imagine group,10
10,imagine group я люблю,10
10,imagine group я люблю вас,30
10,imho,10
10,indesign,30
10,indesign задержек на неделю,10
10,instagram,10
11,daft punk,70
11,daikin,10
11,daily,10
11,daisy,20
11,dan tri,10
11,dance,40
11,dance dance,10
11,dance dance is love,20
11,dance dance is love венгржановский,10
11,dance dance islove венгржановский,10
11,dance now dance,20
11,dance now dance now dance,20
11,dance people,10
11,dance people скажи,10
11,dance people скажи слово,10
11,dance people скажи слово dance,20
11,dancing,30
11,dasha саваль,10
11,david мистецтва,10
11,dayz,20
11,dc,10
11,denis,140
11,denis дебил,10
11,denis дурак,10
11,deniz,10
11,descent,10
11,digma,10
11,direction,10
11,diziizleyelim,20
11,dmc-12,10
11,dns,60
11,dns entry,10
11,dns entry лишь,10
11,dns тойоте tiffany,10
11,dns центр земли,10
11,dns центр инвест,10
11,do you wanna fack me,20
11,don't,10
11,don't worry,10
11,don't worry be,20
11,doremi фасоля,10
11,dota,10
11,dota 2,20
11,dr,30
11,drom,70
11,drom черный,10
11,drom черный гей,10
11,dvd,30
11,e32 12 по вам скучаю,10
11,e39,10
11,e5,20
11,easy media,10
11,ebay,10
11,ebay.com,10
11,eblya,10
11,ebook,20
11,ecco,20
11,eden,10
11,eigene,20
11,electra,10
11,elephant,20
11,elohell,20
11,elohell ха-ха-ха,20
11,email,10
11,english is very bad,10
11,enigma,60
11,entropy изолированная система не может,10
11,entropy изолированной,10
11,entropy изолированности,10
11,entropy изолированные,10
11,entropy изолированных,10
11,entropy изолированных систем,10
11,entry лишь,10
11,eparhia,30
11,epub,10
11,escalade,10
11,escape,140
11,escape universe,30
11,eset,10
11,euro,10
11,euronews,20
11,evacuation,10
11,event,30
11,evoque,10
11,excel,30
11,excursion,10
11,exterminate,50
11,exterminate exterminate,40
11,exterminate exterminate exterminate,20
11,extermination,30
11,facebook,20
11,fantastic baby,10
11,fantomas,10
11,fashion,10
11,fashion вик,20
11,fashion вик ева маркс,10
11,fashion вик его,10
11,fd,20
11,featured,20
11,fight,10
11,flash,80
11,flower плода,10
11,flower продам,10
11,flowers,10
11,fly,20
11,fm,10
11,for my,10
11,for my valentine,30
11,forces,20
11,forever,60
11,forza,20
11,forza крутой чувак,10
11,france,30
11,francisco,20
11,free,10
11,freedom,80
11,freedom freedom,10
11,freedom freedom freedom,10
11,freedom freedom freedom freedom,10
11,freedom freedom freedom freedom freedom,20
11,friend is black flag,10
11,friendly,50
11,friendly yoba,10
11,friends,20
11,from creed,10
11,from creed 3,10
11,from great britain,10
11,from great britan,10
11,from lvm,10
11,from miami beach,10
11,frost,10
11,galant,40
11,galant остановись,20
11,galaxy,10
11,game,30
11,game acer.com acer,10
11,garry's,10
11,gay,10
11,gebo,10
11,gendai,10
11,get out,20
11,get out from lvm debian,20
11,get out of my way,10
11,gimp,20
11,gina,10
11,girl,10
11,girl stuffed,10
11,gismeteo,40
11,golden group,10
11,goldman group,10
11,good bye,30
11,good morning,20
11,google,300
11,google google,40
11,google google google,10
11,google google google google,10
11,google окей,10
11,google поиск,10
