group,name,radius
1,а большую стирку повелеваю произнести мое имя,10
1,а вот она идет,10
1,а где,10
1,а где ответ,10
1,а где ответы,10
1,а где ты,10
1,а голове себе постучи,10
1,а мы можем получить ответы на интересующие нас вопросы,10
1,а почему,10
1,а почему ты не интерпретируешь надо же много говорить чтобы ты интерпретировал,10
1,а саша по шоссе,10
1,а сколько на,10
1,а спайс,10
1,а там мужик носки,10
1,а там мужик носки стирает,10
1,а там мужик носки стирать,10
1,а ты знаешь другие игры,10
1,а я хочу огромный жирный,10
1,а я хочу хочу опять по крышам бегать голубей гонять,10
2,w3,10
2,w36,20
2,werwerwer,10
2,with acl,10
2,with паук,10
2,wot-news по,10
2,wp,10
2,www.drive.ru,20
2,www.travin.ru,20
2,ya.ru,10
2,youtube,10
2,а,10
2,а если,10
2,а если есть,10
3,а я,20
3,абла эспаньол,20
3,абрау дюрсо шампанское,30
3,абрау-дюрсо,50
3,аватан,40
3,август,10
3,авито,20
3,авто,10
3,автомобиль,30
3,аделина,10
3,аделина эдик,10
3,аделина эдик саша с новым годом,10
3,адель,20
3,аделя,20
3,аеолус,10
3,ай лав май скул,30
3,ай лав мам,10
3,ай лав ю,10
3,ай олвейс,20
3,ай олвейс тубе,20
3,айгинин,20
3,айл би,10
3,айл би бэк,30
3,аккорды,10
3,актеры,20
3,актобе,20
3,алгебра,20
3,алекс,10
3,александр,40
3,александра,10
3,алена,160
3,алеша,10
3,алешкин,10
3,алешкина,10
3,алешкины,20
3,алешкины лепешки,20
3,алешку,10
3,алиев,20
3,алик,20
3,алик черная обезьяна,10
3,алина,40
3,алина выдра,40
3,алина и,10
3,алина ира,10
3,алиса,50
3,алкаш,10
3,алкашка,30
3,аллах,30
3,аллен,10
3,алло,310
3,алло алло,40
4,а ты проснешься на море,20
4,а ты проснёшься,20
4,а ю реди,10
4,а***,20
4,абакан абакан,10
4,абдурахман,60
4,абзаково,30
4,абсурд,30
4,авария,20
4,авторынок новости,10
4,агента,10
4,агента смита,10
4,адреналин,20
4,адрес,30
4,аида,30
4,ай лав,10
4,ай лав кейк,30
4,ай лав ю,20
4,ай лав ю фак,20
4,ай фил,20
4,ай фил fantasy,10
4,ай фил фантастик,10
4,ай фил фантастика,10
4,ай фил фонтан,10
4,ай эм,30
4,ака,20
4,ака 47,20
4,академия прием,10
4,академия приехал,10
4,академия приехала,30
4,акбар,10
4,аквапарк,10
4,аккуратова 7,10
4,аккуратова 7 владимире,10
4,акции роснефть,10
4,александр,30
4,александр македонский,20
4,александрия,20
4,алена,20
4,алена подсознания,20
4,алена с днем,10
4,алика,10
4,алименты,10
4,алина,40
4,алина валитова,50
4,алиса,40
4,алкоголе,10
4,алкоголь,30
4,аллах,30
4,аллах акбар,40
4,алло,190
5,а может просто помолчать,30
5,а может просто помолчи,10
5,а не цвела,10
5,а ну иди,10
5,а ну иди сюда,10
5,а пока,10
5,а сердце,20
5,а там,10
5,а там они,10
5,а ты как,10
5,а ты как хотел,10
5,а ты как хотела,20
5,а ты кто,20
5,а ты что такое,10
5,а ты что такой дерзкий,30
5,а что,10
5,а что ты,10
5,а что ты еще,10
5,а что ты еще умеешь,30
5,а этот,30
5,а я,160
5,а я больше,40
5,а я больше не верю,10
5,а я больше не верю в любовь,20
5,а я найду себе парня,30
5,абракадабра,30
5,абрикос,30
5,авиа,20
5,авито,50
5,ад,10
5,адреса,20
5,азазаза,10
5,айзека,10
5,айзер,10
5,аккаунт,40
5,аккорды,20
5,акробатический,10
5,акробатический этюд,30
5,актив,50
5,актива,20
5,активатор,10
5,акула,10
5,алан привет,10
6,авто,20
6,ага,20
6,азбука,20
6,азбука веры,10
6,азбуки,10
6,азбуки веди,10
6,азбуки веди глаголь,10
6,азбуки веди глаголь добро есть,30
6,азбуки веди глаголь и добро,10
6,азбукиведи,10
6,азбукиведи глаголит,10
6,азбукиведи год,10
6,айгуль,40
6,айгуль вишня,20
6,аксон,40
6,актер,10
6,актриса,10
