group,name,radius
1,adastra,20
1,aloha,30
1,ansys,10
1,asus,10
1,ball,10
1,banchamek,10
1,beats,10
1,bel age,10
1,bellator,10
1,cisco сушильная машина,10
1,computer,10
1,contemporary,30
1,cosmo,10
1,dolls dance studio,10
1,don't worry be,10
1,don't worry be happy,30
1,dota 2,10
1,e3,20
1,e34,20
2,alarm,10
2,alleng,10
2,applets,10
2,baby,10
2,baby baby,10
2,baby baby baby baby baby,10
2,baby baby baby baby baby baby,30
2,dota 2,20
2,dota 2 лучшие игра,10
2,ebay баба баба,20
2,escape,20
2,escape 29,20
2,fallen,10
2,good morning,30
3,как стрела амура 0 хотя никогда ходит нумизматов ссср 6, как-никак свет умерших,10
3,спасибо,10
3,ссср как-никак,10
3,acer,10
3,adidas,30
3,adidas калуга рассматриваешь,10
3,adidas калуга рассматриваю,10
3,adidas калуга рассматривающий,10
3,adidas калуга рассматривающий который смотреть,20
3,adidas.com,10
3,adidas.com новгород,10
3,aeolos beach,10
3,aimp,20
3,aion,20
3,aloha,50
3,always,10
3,always be,10
3,always be with you,50
3,always бывает,10
3,android,10
3,anidub,10
3,ann way,30
3,apc,20
3,api,20
3,apple,10
3,ati,10
3,attention,10
3,audi,10
3,avast,10
3,battlefield,10
3,battlefield 3,10
3,be with you,10
3,bel age,10
3,big issue,10
3,bios,30
3,bonjour,30
3,boss hoss boss,20
3,boss hoss boss фото,10
3,british,10
3,british people,30
3,brother,10
3,caragana,10
3,centos,10
3,chris brown,10
3,chrome,10
3,chrome для mail.ru,10
3,chrome для мелкого,10
3,creed,20
3,cruise,10
3,cs,10
3,dance,10
4,abb,20
4,abs,10
4,acer можно петь,10
4,acer можно петь песни,10
4,acer можно пить,10
4,acer можно пить пиво,10
4,aerosmith,20
4,aloha,20
4,amcham,10
4,amchampionship,20
4,amd,10
4,android,10
4,andron,10
4,apocalypse,10
4,are you ready,20
4,arigato,20
4,aua,10
4,audi,10
4,bartender,90
4,beach,10
4,believe,10
4,bevel gear,10
4,beverly hills,10
4,bitch,10
4,blue,10
4,blum,10
4,bmw e,10
4,button more,10
4,calligaris,10
4,car park,10
4,carpark,40
4,circle,10
4,circuits,10
4,circuits форум,10
4,circuits фрумкин,10
4,club,10
4,coca coca coca cola,20
4,crazy,10
4,crazy beach,20
4,crazy bitch,10
4,d,10
4,daft,10
4,daft punk,20
4,darina darina darina,20
4,darina darina darina мир,10
4,dark,10
4,denis,30
4,denis днем,20
4,denis днем рождения,10
4,denis с днем рождения,10
5,acer,10
5,aion,30
5,alice,30
5,alice alice,20
5,amciq,20
5,angel,10
5,annem,10
5,antutu,10
5,apocalypse,10
5,aselya,20
5,assassin's,10
5,avast,20
5,avito.ru,10
5,axe,20
5,baby good bye bye,10
5,baby good bye bye good suck my dick suck,10
5,baby good bye bye good suck my dick suck my,10
5,baby got back,10
5,bells,70
5,bershka,50
5,bios,40
5,blastoise,10
5,blue,10
5,bonjour,10
5,bonsoir,20
5,boulevard depo,10
5,braun,10
5,canina канина,20
5,club,60
5,concert.ua,10
5,csv туфель,10
5,csv туфелька,10
5,csv туфельках,20
5,danabol,10
5,dead,10
5,dead man,10
5,denis голова,20
5,denis голова без мозгов,20
5,destroy destroy,20
5,dfk.nf,20
5,dfk.nf tf300,20
5,dfk.nf tf300t,20
5,dfk.nf птф,10
6,заканчивает,10
6,катя заканчивает что я говорю,10
6,наговаривать ооо существительного,10
6,нам пойти но,10
6,пожалуйста,10
6,acer,10
6,acer a101,10
6,adidas,10
6,alice,20
6,alice perfect,20
6,alice perfect best friends,10
6,alitalia,10
6,alitalia.it,10
6,am.ru краснодар,20
6,android,40
6,apocalypse,10
6,apollo,10
6,are you,10
6,are you man,20
6,are you mine,30
6,are you more,10
6,arma,10
6,arma это танцы,10
6,asus,10
6,axa,10
6,basic,10
6,bay,10
6,best friends,10
6,beverly hills,20
6,bios,30
6,black,30
6,black heart,10
6,bombom,20
6,booking,10
6,boys,20
6,buff,10
6,bulgari,10
6,bz bz,30
6,chrome,10
6,chronosync,20
6,chronosync власти,10
6,chronosync пластический,10
6,civilization,10
6,club,10
6,collistar,20
6,connection,10
6,corecraft,10
6,coverity,10
6,criminal,10
6,criminality,10
6,criminality много криминалитет,10
6,cronus,20
7,aaa bbb,10
7,aaa bbbb,10
7,acer,20
7,alizee,20
7,any,10
7,any video,10
7,apocalypse,50
7,apple,30
7,avast,30
7,baby,40
7,baby baby,50
7,baby baby baby,10
7,baby baby baby baby baby baby baby,20
7,bass,10
7,bbb bbb,10
7,bbbb,10
7,bing,20
7,blood,10
7,bmw,20
7,bodycount,10
7,bring me the horizon,20
7,can you feel me,10
7,can you feel my heart,30
7,carrera,30
7,cherokee,10
7,coffeescript,10
7,converse,10
7,cso,20
7,daidostup комнате,10
7,daidostup куна,10
7,daidostup.ru,10
7,daidostup.ru натяжитель приподнялся на кровати разрешите доложить,10
8,abb,10
8,abgb,30
8,abs,10
8,abstract,10
8,acer,10
8,adidas,10
8,alice,20
8,aloha,20
8,amarok,10
8,apache,10
8,asshole,20
8,asus,10
8,audi,10
8,audi 100,10
8,audi скребицкий,10
8,auf wiedersehen,10
8,b&w масляная кислота,20
8,best тишина,10
8,bilain,10
8,bmw в москве,10
8,bmw масляная кислота,10
8,britain,10
8,chrome,30
10," 3,14",20
10," s iv собаки, врач",10
10," ботаническая, российский сериал ассасин",10
10," братья,",20
10," да нет, может быть",10
10," джедая, создает мир у наших ног",10
10," железяка, если нет",10
10," железяка, если нет полезных",10
10," класс,",10
10," класс, класс",10
10," может,",10
10," нет, может",10
10," нет, может быть",10
10," общению, по истечении",10
10," общению, по истечении час",10
10," общению, по истечении часа",20
10," ох, насколько",20
10," пипец, почему это",10
10," пипец, почему это искусство",10
10," плохо, насколько сам я человек",10
10," привет,",10
10," привет, андрей",20
10," привет, что ты",10
10," привет, что ты хочешь",20
10," привет, что ты хочешь мне сказать",50
10," привет, я андрей живу в москве",10
10," привет, я андрей живу в москве и питере",10
10," привет, я андрей живу в москве и питере расскажи мне",20
10," разрешили приехать к тебе поговорить с тобой знаю как это, здесь вообще неинтересно поэтому",10
10," разрешили приехать к тебе поговорить с тобой знаю как это, здесь вообще неинтересно поэтому слушать",10
10," разрешили приехать к тебе поговорить с тобой, здесь вообще очень интересно поэтому слушать",10
10," речь, что",10
10," речь, что за пара",10
10," речь, что за порода",10
10," речь, что забыл",10
10," слова, которые могут говорить",10
10," слова, которые могут говорят",10
10," читает, папа",10
10," это, здесь вообще-то очень интересный",10
10,63 небольших островов,10
10,63 небольшой,10
10,650,40
10,650 рублей,10
10,650 рублей в 550 руб.,20
10,650 рублей в 550 руб. зачем,10
10,650 рублей в 550 руб. зачем современное искусство,10
10,650 рублей в 550 руб. зачем современное искусство зачем,20
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб.,10
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб. современное искусство,10
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб. современное искусство зачем,20
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб. современное искусство зачем 550,10
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб. современное искусство зачем 550 современное искусство,10
10,650 рублей в 550 руб. зачем современное искусство зачем 550 руб. современное искусство зачем 550 современное искусство зачем зачем,20
10,650 рублей в 550 руб. зачем современное искусство зачем пятьсот пятьдесят,10
10,650 рублей в пятьсот пятьдесят,10
10,650 рублей в пятьсот пятьдесят рублей,10
10,650 рублей пятьсот,10
10,a lie,10
10,a500,10
10,abpher,10
10,abpher чем,10
10,abpher чем смысл,10
10,abpher чем смысл жизни,20
10,acer,20
10,acer 1,10
10,acer s100,10
10,acetamide министром финансов,10
10,adac,30
10,adalet,10
10,adidas,50
10,adidas в интернете,10
10,adidas в интернете находит,20
10,adidas интернет,10
10,adios,10
10,adios amigos,10
10,adobe,10
10,adox,40
10,adsense,10
10,afisha.uz,10
10,aimee b,10
10,aion,30
10,alcatel,10
10,aldo,30
10,alleng,10
10,am.ru,20
10,amarok,10
10,amnesia,50
10,andrea,20
10,andrea ля,20
10,andreolas,10
10,android,10
10,angry,10
10,angry birds,10
10,anistar,30
10,anistar anistar,10
10,anna hotel,10
10,ansys,10
10,aos,30
10,aos aos,20
10,aos aos aos,10
10,apache,40
10,apc,10
10,apple,70
10,apple 1,10
10,apple apple,20
10,apple store,10
10,apple.,10
10,apple.com,10
10,apple11,20
10,appstore,10
10,april,10
10,aquaman лох,20
10,arigato,10
10,arigato годзаимас,10
10,arma 2,20
10,arma 3,10
10,arma 31,10
10,armani,40
10,armani пища богов,10
10,armor35,10
10,arxiv.org,10
10,asher monroe,10
10,asos,30
10,audi,20
10,aurora,10
10,auto five,10
10,auto.am,10
10,auto.ru,10
10,autocad,20
10,autocad 2010 онлайн,20
10,avr,10
10,aybasi,20
10,baby,50
10,baby care,10
10,baby let my fire,10
10,bad,10
10,bad boy,10
10,badaboom,20
10,ballz,10
10,ballz мир,10
10,ballz смерть,10
10,baltbet,10
10,banjo,10
10,barry молодец,10
10,basic english,20
10,batman,10
10,batman 2,10
10,baxi,20
10,beautiful,10
10,beautiful life,30
10,bebo,30
10,bebo bebo,30
10,beckham,10
10,beefeater привет все готово,10
10,beeline wifi windows 8 что делать,10
10,bentley кинул пацана,10
10,bentley кинул пацанов,20
10,best,10
10,bifeo3,10
10,bio,30
10,bios,10
10,blood,10
10,blue duck мать твою,10
10,blue duck мать твою а ну иди сюда,10
10,blue duck мать твою а ну иди сюда г**** собачье,10
10,blue duck мать твою ану,10
10,bmw,30
10,bmw онлайн,10
10,bolt boltyn,20
10,bomba,10
10,bomba тыч,10
10,bombate,10
10,bombate each,10
10,bonjour,70
10,book,10
10,bootable,20
10,bosch,10
10,bosco,10
10,britain,10
10,broodmother,10
10,bugatti,20
10,burger гамбурге,10
10,burger гамбургер,10
10,burger гамбургер картошка с мясом,10
10,burger гамбургер картошку,10
10,cacophony,10
10,camrip,10
10,canon 700,10
10,carhartt,30
10,carlo,10
10,case,10
10,cc,10
10,ccleaner,10
10,cersanit,10
10,champions,20
10,chitcani на,10
10,chitcani на плате,10
10,chitcani на платье,10
10,chitcani на плащ,10
10,chris,10
10,chris выздоравливай,20
10,chris выздоравливай хочешь я принесу тебе хурмы,10
10,civic hybrid,10
10,clean,20
10,clean ballz смерть,20
10,club,30
10,club рева,10
10,codeschool,10
10,codeschool незамерзающая,10
10,codeschool незамерзающая 60,10
10,codeschool незамерзающая жидкость,10
10,codeschool незамерзающая шин,10
10,coffin,20
10,comedy,10
10,comedy club,20
10,company,20
10,compilation,10
10,connection,20
10,creed 4,10
10,crt,10
10,css,20
10,daewoo,10
10,dance,20
10,dance hall,10
10,dddd драйв,20
10,ddddd,10
10,debian,10
11," богов, хумус",10
11," взорвется, я пою песню",10
11," да, набросал штанишки",10
11," договоримся, mail",10
