group,name,radius
1,mom,10
1,money,10
1,motherfucking game,10
1,neo,10
1,nintendo,30
1,nostalgie,10
1,ok,10
1,ok google,40
1,open,10
1,open server,20
1,oracle,40
1,pantera 5,10
1,party hard,10
1,project представляет,10
1,pump,10
1,putana,20
1,rgsu.ru,30
1,run,10
1,s7,10
2,neo,40
2,news,10
2,ok,10
2,ok go,10
2,ok google,50
2,ok google как сойти с ума,10
2,people are strange,20
2,people are strangers,10
2,pes,100
2,pizza pizza,10
2,psy,10
2,radeon,20
2,riverbed,10
2,selena,10
3,simocode.,30
3,skiper,10
3,socket планеты,10
3,spishi.ru пицца,10
3,splinter cell,10
3,subaru,20
3,subway surf,10
3,supersonic,20
3,supersonic passenger cruise а все туда,10
3,supersonic passenger cruise это да,10
3,supersu,10
3,system,10
3,t2,10
3,tango,10
3,tango айфона,10
3,tiempo рожок,10
3,translate,20
3,tutu.ru,10
3,ua,10
3,vh1,10
3,victory,10
3,viktoria,20
3,viktoria viktoria,20
3,viktoria viktoria vika,10
3,viktoria viktoria viktoria,10
3,viktoria viktoria viktoria viktoria viktoria,20
3,viktoria viktoria viktoria viktoria viktoria viktoria,10
3,viktoria viktoria viktoria viktoria viktoria viktoria viktoria,10
3,vip,20
3,vip vip,10
3,vk,10
3,vk.com,10
3,vw,10
3,whatsapp,30
3,wi-fi,30
3,wi-fi а ты девочка или мальчик,10
3,windows,10
3,wirtschaftswunder,20
3,yesterday,10
3,yesterday идет,10
3,yesterday идет на андроиде от ниток,20
3,youtube,70
3,zabbix молодец,20
3,а,160
3,а все туда,10
3,а вы сталинград,20
3,а вы сталинград lancer 10,10
3,а вы сталинград lancer 10 что скажешь,10
3,а где,80
3,а где замены,10
4,read read,10
4,reality нет,20
4,rodney близок,10
4,rodney близок не далек,20
4,rodney близок нет,10
4,rome,10
4,rsb,10
4,saas,10
4,sailor moon,40
4,sampaio,10
4,sander,10
4,sander make,10
4,sander man,10
4,sander market,10
4,sander македонский,20
4,sas,10
4,sasisa,10
4,savinelli,10
4,selena,50
4,selena gomez,10
4,service-policy мне хватает,30
4,set design,10
4,set designer,20
4,seven,10
4,seven эльф,20
4,sever.ru,10
4,ski.ru,10
4,skynet,10
4,skype,80
4,skype skype,10
4,skype skype skype,20
4,skype skype skype skype,20
4,snow,10
4,soccer.ru,20
4,sony,20
4,source это,10
4,spaces,80
4,spaces.ru,10
4,spishi.ru,10
4,spishi.ru что ты,10
4,spishi.ru что ты предсказуем,10
4,spishi.ru что ты предсказывает,10
4,spishi.ru что ты предсказывал,10
4,spishi.ru что ты приказываешь,20
4,steam,10
4,subway,10
4,subway surf,10
4,subway surfers,30
4,summary,10
4,tera дактиль,10
5,nokia luna by the way,20
5,now,40
5,ok google,60
5,one,60
5,one direction,140
5,oneplus юля,10
5,otomoto,10
5,panda cloud,10
5,panda cross,10
5,performance,20
5,pisica,10
5,planet,10
5,please,20
5,please please me,10
5,prognozi,10
5,red bull,10
5,red bull 6,20
5,requal,30
5,revell,10
5,rewe,10
5,river,20
5,round,10
5,rp5,10
5,rp5 junior,20
5,rust,10
5,samsung,20
5,sasisa,20
5,schwacke,30
5,seedoff,20
5,skyrim,10
5,skyrim для,10
5,skyrim для нордов,30
5,smite,30
5,sniper,20
5,sony,10
5,spaces,20
5,spishi,10
5,stroganoff,10
5,support,10
5,suzuki,30
5,system tools,10
5,tf300t,10
5,tumblr,10
6,perfect,20
6,performance,20
6,pixlr,10
6,planet,20
6,pop3,10
6,prague,10
6,prestigio,10
6,pro-active,10
6,push,10
6,radio active active active,30
6,reborn italiano,10
6,reptiloid,20
6,rg,20
6,rgg,10
6,rggu,60
6,scp,10
6,scribe будет,10
6,scribe будет красивая,30
6,scribe будет красиво,10
6,selena,20
6,shlomo,10
6,showroom шоурум,10
6,simba,10
6,skyrim красный,10
6,skyscanner,10
6,slade,10
6,slon,30
6,smart,20
6,sms,10
6,sms xml,30
6,snp500,30
6,sony,20
6,sophie классов,10
6,spaces,10
6,spongebob,10
6,steam,20
6,stonehearth,10
6,stonehenge,20
6,stonehenge направление на,10
6,stonehenge направление на яблочный,10
6,suicide лосось,10
6,suicide лосося,20
6,super hot,20
6,surprise,20
6,the гуся,10
6,tut.by,20
6,ucoz.ru,10
6,usb,10
6,viktoria viktoria,10
6,viktoria viktoria vika,10
6,viktoria viktoria viktoria,10
6,viktoria viktoria viktoria vika,10
7,media,30
7,media слуха,10
7,mobi,10
7,mobile,10
7,mobimeet,10
7,money,10
7,money money,10
7,more,10
7,my brother,10
7,my heart,10
7,my name,20
7,neo,20
7,neo ты избранный,20
7,neo ты избранный ты должен спасти мир,10
7,ngs.ru,20
7,ok,20
7,ok google,50
7,ololo,20
7,pc,10
7,pdf,10
7,pisya,20
7,qqqq,10
7,qqqqq,20
7,qqqqqq,20
7,razer,10
7,remote,10
7,save,10
7,sims,10
7,sisa cso для,30
7,skype,10
7,skyrim,10
8,isport,10
8,italy,10
8,ivi,20
8,java,10
8,justin,10
8,justin ti,20
8,justin.tv,10
8,killian,20
8,lady gaga,20
8,london is the capital,10
8,london is the capital of,10
8,low,10
8,mail,20
8,mercedes,20
8,metallica,10
8,microsoft excel,10
8,microsoft excel это,10
8,microsoft excel это ее,20
8,minecraft,10
8,mini usb,10
8,my name,10
8,my name is,30
8,nananana,10
8,nano,10
10,oracle скажи,10
10,oracle скажи мне пожалуйста сколько я проживу,10
10,oracle скажи мне пожалуйста сколько я проживу а,10
10,oracle скажи мне пожалуйста сколько я проживу лет,10
10,original,10
10,oripov ona,30
10,oripov ona инкуб,10
10,oripov ona инкуба,10
10,oripov ona инкубатор,10
10,os,10
10,oyun,10
10,palace,10
10,panic,10
10,papa roach,30
10,paris,10
10,patterns,10
10,pdf тебя,10
10,penis,20
10,pepper,10
10,perfeo,30
10,perfeo привет,20
10,perfeo привет все готово,10
10,performance,20
10,petra mare,10
10,peugeot,10
